"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"569","Denis Grebeshkov","EDM","D","35","1983-10-11","Yaroslavl","","RUS","RUS","72","206","2002","L.A","1","18","18"
"836","Denis Tolpeko","PHI","R","33","1985-01-29","Moscow","","RUS","RUS","73","190","-","-","-","-","-"
"492","Dennis Seidenberg","CAR","D","37","1981-07-18","Schwenningen","","DEU","DEU","72","199","2001","PHI","6","7","172"
"513","Dennis Wideman","BOS","D","35","1983-03-20","Kitchener","ON","CAN","CAN","72","202","2002","BUF","8","12","241"
"86","Derek Armstrong","L.A","C","45","1973-04-23","Ottawa","ON","CAN","CAN","72","197","1992","NYI","6","8","128"
"499","Derek Boogaard","MIN","L","36","1982-06-23","Saskatoon","SK","CAN","CAN","79","265","2001","MIN","7","6","202"
"360","Derek MacKenzie","CBJ","C","37","1981-06-11","Sudbury","ON","CAN","CAN","71","177","1999","ATL","5","2","128"
"531","Derek Meech","DET","D","34","1984-04-21","Winnipeg","MB","CAN","CAN","71","200","2002","DET","7","32","229"
"189","Derek Morris","PHX","D","40","1978-08-24","Edmonton","AB","CAN","CAN","72","210","1996","CGY","1","13","13"
"463","Derek Roy","BUF","C","35","1983-05-04","Ottawa","ON","CAN","CAN","69","184","2001","BUF","2","2","32"
"33","Derian Hatcher","PHI","D","46","1972-06-04","Sterling Heights","MI","USA","USA","77","235","1990","MNS","1","8","8"
"831","Derick Brassard","CBJ","C","31","1987-09-22","Hull","QC","CAN","CAN","73","202","2006","CBJ","1","6","6"
"774","Devin Setoguchi","S.J","R","31","1987-01-01","Taber","AB","CAN","CAN","72","205","2005","S.J","1","8","8"
"156","Dick Tarnstrom","CBJ, EDM","D","43","1975-01-20","Sundbyberg","","SWE","SWE","73","205","1994","NYI","11","12","272"
"605","Dion Phaneuf","CGY","D","33","1985-04-10","Edmonton","AB","CAN","CAN","75","222","2003","CGY","1","9","9"
"576","DJ King","STL","L","34","1984-06-27","Meadow Lake","SK","CAN","CAN","75","231","2002","STL","6","24","190"
"289","Dmitri Kalinin","BUF","D","38","1980-07-22","Chelyabinsk","","RUS","RUS","75","210","1998","BUF","1","18","18"
"414","Dominic Moore","MIN, TOR","C","38","1980-08-03","Thornhill","ON","CAN","CAN","72","192","2000","NYR","3","30","95"
"89","Donald Brashear","WSH","L","46","1972-01-07","Bedford","IN","USA","USA","75","237","-","-","-","-","-"
"347","Doug Janik","T.B","D","38","1980-03-26","Agawam","MA","USA","USA","74","211","1999","BUF","2","27","55"
"50","Doug Weight","ANA, STL","C","47","1971-01-21","Detroit","MI","USA","USA","71","202","1990","NYR","2","13","34"
"368","Douglas Murray","S.J","D","38","1980-03-12","Bromma","","SWE","SWE","75","240","1999","S.J","8","26","241"
"479","Drew Fata","NYI","D","35","1983-07-28","Sault Ste. Marie","ON","CAN","CAN","73","209","2001","PIT","3","23","86"
"686","Drew Larman","FLA","C","33","1985-05-15","Buffalo","NY","USA","USA","75","195","-","-","-","-","-"
"668","Drew Miller","ANA","L","34","1984-02-17","Dover","NJ","USA","USA","74","183","2003","ANA","6","19","186"
"703","Drew Stafford","BUF","R","33","1985-10-30","Milwaukee","WI","USA","USA","74","215","2004","BUF","1","13","13"
"573","Duncan Keith","CHI","D","35","1983-07-16","Winnipeg","MB","CAN","CAN","73","192","2002","CHI","2","24","54"
"734","Dustin Boyd","CGY","C","32","1986-07-16","Winnipeg","MB","CAN","CAN","72","187","2004","CGY","3","33","98"
"608","Dustin Brown","L.A","R","34","1984-11-04","Ithaca","NY","USA","USA","72","210","2003","L.A","1","13","13"
"675","Dustin Byfuglien","CHI","D","33","1985-03-27","Roseau","MN","USA","USA","77","260","2003","CHI","8","16","245"
"693","Dustin Penner","EDM","R","36","1982-09-28","Winkler","MB","CAN","CAN","76","247","-","-","-","-","-"
"441","Duvie Westcott","CBJ","D","41","1977-10-30","Winnipeg","MB","CAN","CAN","71","196","-","-","-","-","-"
"129","Ed Jovanovski","PHX","D","42","1976-06-26","Windsor","ON","CAN","CAN","75","220","1994","FLA","1","1","1"
"722","Enver Lisin","PHX","R","32","1986-04-22","Moscow","","RUS","RUS","74","200","2004","PHX","2","20","50"
"206","Eric Belanger","MIN","C","40","1977-12-16","Sherbrooke","QC","CAN","CAN","71","185","1996","L.A","4","16","96"
"153","Eric Boulton","ATL","L","42","1976-08-17","Halifax","NS","CAN","CAN","72","227","1994","NYR","9","26","234"
"235","Eric Brewer","STL","D","39","1979-04-17","Vernon","BC","CAN","CAN","76","216","1997","NYI","1","5","5"
"613","Eric Fehr","WSH","C","33","1985-09-07","Winkler","MB","CAN","CAN","76","209","2003","WSH","1","18","18"
"376","Eric Godard","CGY","R","38","1980-03-07","Vernon","BC","CAN","CAN","76","222","-","-","-","-","-"
"557","Eric Nystrom","CGY","L","35","1983-02-14","Syosset","NY","USA","USA","73","200","2002","CGY","1","10","10"
"268","Eric Perrin","ATL","C","43","1975-11-01","Laval","QC","CAN","CAN","69","180","-","-","-","-","-"
"598","Eric Staal","CAR","C","34","1984-10-29","Thunder Bay","ON","CAN","CAN","76","207","2003","CAR","1","2","2"
"578","Erik Christensen","ATL, PIT","C","34","1983-12-17","Edmonton","AB","CAN","CAN","73","200","2002","PIT","3","6","69"
"300","Erik Cole","CAR","L","40","1978-11-06","Oswego","NY","USA","USA","74","205","1998","CAR","3","13","71"
"819","Erik Johnson","STL","D","30","1988-03-21","Bloomington","MN","USA","USA","76","225","2006","STL","1","1","1"
"133","Ethan Moreau","EDM","L","43","1975-09-22","Huntsville","ON","CAN","CAN","75","223","1994","CHI","1","14","14"
"695","Evgeni Malkin","PIT","C","32","1986-07-31","Magnitogorsk","","RUS","RUS","75","195","2004","PIT","1","2","2"
"466","Fedor Tyutin","NYR","D","35","1983-07-19","Izhevsk","","RUS","RUS","74","221","2001","NYR","2","10","40"
"214","Fernando Pisani","EDM","R","41","1976-12-27","Edmonton","AB","CAN","CAN","73","205","1996","EDM","8","6","195"
"181","Filip Kuba","T.B","D","41","1976-12-29","Ostrava","","CZE","CZE","76","225","1995","FLA","8","10","192"
"224","Francis Bouillon","MTL","D","43","1975-10-17","New York City","NY","USA","USA","68","194","-","-","-","-","-"
"301","Francois Beauchemin","ANA","D","38","1980-06-04","Sorel","QC","CAN","CAN","71","208","1998","MTL","3","17","75"
"546","Frans Nielsen","NYI","C","34","1984-04-24","Herning","","DNK","DNK","73","188","2002","NYI","3","24","87"
"351","Frantisek Kaberle","CAR","D","45","1973-11-08","Kladno","","CZE","CZE","72","190","1999","L.A","3","10","76"
"596","Freddy Meyer","NYI, PHX","D","37","1981-01-04","Sanbornville","NH","USA","USA","70","185","-","-","-","-","-"
"142","Freddy Modin","CBJ","L","44","1974-10-08","Sundsvall","","SWE","SWE","76","220","1994","TOR","3","12","64"
"448","Fredrik Sjostrom","NYR, PHX","L","35","1983-05-06","Färgelanda","","SWE","SWE","73","218","2001","PHX","1","11","11"
"837","Gabe Gauthier","L.A","L","34","1984-01-20","Torrance","CA","USA","USA","68","199","-","-","-","-","-"
"364","Garnet Exelby","ATL","D","37","1981-08-16","Craik","SK","CAN","CAN","73","215","1999","ATL","8","2","217"
"688","Garrett Stafford","DET","D","38","1980-01-28","Los Angeles","CA","USA","USA","73","207","-","-","-","-","-"
"477","Garth Murray","FLA, MTL","C","36","1982-09-17","Regina","SK","CAN","CAN","74","210","2001","NYR","3","16","79"
"16","Gary Roberts","PIT","L","52","1966-05-23","North York","ON","CAN","CAN","74","215","1984","CGY","1","12","12"
"682","Geoff Platt","ANA","C","33","1985-07-10","Mississauga","ON","CAN","CAN","69","175","-","-","-","-","-"
"44","Geoff Sanderson","EDM","L","46","1972-02-01","Hay River","NT","CAN","CAN","72","190","1990","HFD","2","15","36"
"365","George Parros","ANA","R","38","1979-12-29","Washington","PA","USA","USA","77","224","1999","L.A","8","7","222"
"168","Georges Laraque","PIT","R","42","1976-12-07","Montreal","QC","CAN","CAN","76","245","1995","EDM","2","5","31"
"772","Gilbert Brule","CBJ","C","31","1987-01-01","Edmonton","AB","CAN","CAN","71","187","2005","CBJ","1","6","6"
"184","Glen Metropolit","BOS","C","44","1974-06-25","Toronto","ON","CAN","CAN","70","196","-","-","-","-","-"
"60","Glen Murray","BOS","R","46","1972-11-01","Halifax","NS","CAN","CAN","75","218","1991","BOS","1","18","18"
"25","Glen Wesley","CAR","D","50","1968-10-02","Red Deer","AB","CAN","CAN","73","207","1987","BOS","1","3","3"
"127","Greg De Vries","NSH","D","45","1973-01-04","Sundridge","ON","CAN","CAN","74","205","-","-","-","-","-"
"659","Greg Moore","NYR","R","34","1984-03-26","Lisbon","ME","USA","USA","73","225","2003","CGY","5","7","143"
"422","Greg Zanon","NSH","D","38","1980-06-05","Burnaby","BC","CAN","CAN","71","201","2000","OTT","5","26","156"
"553","Gregory Campbell","FLA","C","34","1983-12-17","London","ON","CAN","CAN","72","188","2002","FLA","3","4","67"
"754","Gregory Stewart","MTL","L","32","1986-05-21","Kitchener","ON","CAN","CAN","74","202","2004","MTL","8","19","246"
"767","Guillaume Latendresse","MTL","L","31","1987-05-24","Ste-Catherine","QC","CAN","CAN","74","230","2005","MTL","2","15","45"
"121","Hal Gill","PIT, TOR","D","43","1975-04-06","Concord","MA","USA","USA","79","243","1993","BOS","8","25","207"
"332","Henrik Sedin","VAN","C","38","1980-09-26","Ornskoldsvik","","SWE","SWE","74","183","1999","VAN","1","3","3"
"245","Henrik Tallinder","BUF","D","39","1979-01-10","Stockholm","","SWE","SWE","76","209","1997","BUF","2","22","48"
"362","Henrik Zetterberg","DET","L","38","1980-10-09","Njurunda","","SWE","SWE","72","197","1999","DET","7","24","210"
"87","Ian Laperriere","COL","R","44","1974-01-19","Montreal","QC","CAN","CAN","73","200","1992","STL","7","14","158"
"570","Ian White","TOR","D","34","1984-06-04","Steinbach","MB","CAN","CAN","70","191","2002","TOR","6","25","191"
"442","Ilya Kovalchuk","ATL","R","35","1983-04-15","Tver","","RUS","RUS","75","222","2001","ATL","1","1","1"
"795","Ilya Zubov","OTT","C","31","1987-02-14","Chelyabinsk","","RUS","RUS","72","211","2005","OTT","4","7","98"
"637","Ivan Baranka","NYR","D","33","1985-05-19","Ilava","","SVK","SVK","75","205","2003","NYR","2","20","50"
"186","J-P Dumont","NSH","R","40","1978-04-01","Montreal","QC","CAN","CAN","73","205","1996","NYI","1","3","3"
"852","Jack Hillen","NYI","D","32","1986-01-24","Minnetonka","MN","USA","USA","70","190","-","-","-","-","-"
"770","Jack Johnson","L.A","D","31","1987-01-13","Indianapolis","IN","USA","USA","73","227","2005","CAR","1","3","3"
"773","Jack Skille","CHI","R","31","1987-05-19","Madison","WI","USA","USA","73","216","2005","CHI","1","7","7"
"742","Jake Dowell","CHI","C","33","1985-03-04","Eau Claire","WI","USA","USA","72","200","2004","CHI","5","11","140"
"111","Jamal Mayers","STL","R","44","1974-10-24","Toronto","ON","CAN","CAN","73","222","1993","STL","4","11","89"
"829","James Sheppard","MIN","C","30","1988-04-25","Halifax","NS","CAN","CAN","73","215","2006","MIN","1","9","9"
"564","James Wisniewski","CHI","D","34","1984-02-21","Canton","MI","USA","USA","71","203","2002","CHI","5","25","156"
"104","Jamie Langenbrunner","N.J","R","43","1975-07-24","Cloquet","MN","USA","USA","73","205","1993","DAL","2","9","35"
"656","Jan Hejda","CBJ","D","40","1978-06-18","Prague","","CZE","CZE","76","230","2003","BUF","4","5","106"
"170","Jan Hlavac","NSH, T.B","L","42","1976-09-20","Prague","","CZE","CZE","72","201","1995","NYI","2","2","28"
"756","Jannik Hansen","VAN","R","32","1986-03-15","Rødovre","","DNK","DNK","73","198","2004","VAN","9","29","287"
"796","Jared Boll","CBJ","R","32","1986-05-13","Charlotte","NC","USA","USA","75","206","2005","CBJ","4","10","101"
"299","Jarkko Ruutu","PIT","L","43","1975-08-23","Helsinki","","FIN","FIN","73","204","1998","VAN","3","10","68"
"166","Jarome Iginla","CGY","R","41","1977-07-01","Edmonton","AB","CAN","CAN","73","210","1995","DAL","1","11","11"
"9","Jaromir Jagr","NYR","R","46","1972-02-15","Kladno","","CZE","CZE","75","230","1990","PIT","1","5","5"
"845","Jaroslav Hlinka","COL","C","42","1976-11-10","Prague","","CZE","CZE","70","185","-","-","-","-","-"
"43","Jaroslav Modry","L.A, PHI","D","47","1971-02-27","Ceské Budejovice","","CZE","CZE","74","220","1990","N.J","9","11","179"
"311","Jaroslav Spacek","BUF","D","44","1974-02-11","Rokycany","","CZE","CZE","72","210","1998","FLA","5","3","117"
"407","Jarret Stoll","EDM","C","36","1982-06-24","Melville","SK","CAN","CAN","73","216","2002","EDM","2","6","36"
"95","Jason Arnott","NSH","C","44","1974-10-11","Collingwood","ON","CAN","CAN","77","220","1993","EDM","1","7","7"
"329","Jason Blake","TOR","L","45","1973-09-02","Moorhead","MN","USA","USA","70","190","-","-","-","-","-"
"251","Jason Chimera","CBJ","L","39","1979-05-02","Edmonton","AB","CAN","CAN","75","215","1997","EDM","5","15","121"
"437","Jason Jaffray","VAN","L","37","1981-06-30","Olds","AB","CAN","CAN","73","195","-","-","-","-","-"
"500","Jason King","ANA","R","37","1981-09-14","Corner Brook","NL","CAN","CAN","72","193","2001","VAN","7","16","212"
"470","Jason Pominville","BUF","R","36","1982-11-30","Repentigny","QC","CAN","USA","72","180","2001","BUF","2","25","55"
"76","Jason Smith","PHI","D","45","1973-11-02","Calgary","AB","CAN","CAN","75","220","1992","N.J","1","18","18"
"443","Jason Spezza","OTT","C","35","1983-06-13","Toronto","ON","CAN","CAN","75","215","2001","OTT","1","2","2"
"141","Jason Strudwick","NYR","D","43","1975-07-17","Edmonton","AB","CAN","CAN","76","226","1994","NYI","3","11","63"
"238","Jason Ward","T.B","R","39","1979-01-16","Chapleau","ON","CAN","CAN","74","208","1997","MTL","1","11","11"
"435","Jason Williams","CHI","C","38","1980-08-11","London","ON","CAN","CAN","71","192","-","-","-","-","-"
"65","Jassen Cullimore","FLA","D","46","1972-12-04","Simcoe","ON","CAN","CAN","77","235","1991","VAN","2","7","29"
"547","Jay Bouwmeester","FLA","D","35","1983-09-27","Edmonton","AB","CAN","CAN","76","206","2002","FLA","1","3","3"
"310","Jay Leach","T.B","D","39","1979-09-02","Syracuse","NY","USA","USA","77","220","1998","PHX","5","1","115"
"471","Jay McClement","STL","C","35","1983-03-02","Kingston","ON","CAN","CAN","73","205","2001","STL","2","27","57"
"167","Jay McKee","STL","D","41","1977-09-08","Kingston","ON","CAN","CAN","76","203","1995","BUF","1","14","14"
"102","Jay Pandolfo","N.J","L","43","1974-12-27","Winchester","MA","USA","USA","73","190","1993","N.J","2","6","32"
"644","Jean-Francois Jacques","EDM","L","33","1985-04-29","Montreal","QC","CAN","CAN","75","231","2003","EDM","2","38","68"
"597","Jed Ortmeyer","NSH","R","40","1978-09-03","Omaha","NE","USA","USA","72","200","-","-","-","-","-"
"607","Jeff Carter","PHI","C","33","1985-01-01","London","ON","CAN","CAN","75","219","2003","PHI","1","11","11"
"182","Jeff Cowan","VAN","L","42","1976-09-27","Scarborough","ON","CAN","CAN","74","205","-","-","-","-","-"
"367","Jeff Finger","COL","D","38","1979-12-18","Houghton","MI","USA","USA","73","209","1999","COL","8","25","240"
"523","Jeff Giuliano","L.A","L","39","1979-06-20","Nashua","NH","USA","USA","69","205","-","-","-","-","-"
"328","Jeff Halpern","DAL, T.B","C","42","1976-05-03","Washington","DC","USA","USA","72","190","-","-","-","-","-"
"590","Jeff Hamilton","CAR","C","41","1977-09-04","Dayton","OH","USA","USA","70","185","-","-","-","-","-"
"524","Jeff Hoggan","BOS","R","40","1978-02-01","Hope","BC","CAN","CAN","73","193","-","-","-","-","-"
"712","Jeff Schultz","WSH","D","32","1986-02-25","Calgary","AB","CAN","CAN","78","225","2004","WSH","1","27","27"
"400","Jeff Taffe","PIT","L","37","1981-02-19","Hastings","MN","USA","USA","75","207","2000","STL","1","30","30"
"622","Jeff Tambellini","NYI","L","34","1984-04-13","Calgary","AB","CAN","CAN","71","188","2003","L.A","1","27","27"
"460","Jeff Woywitka","STL","D","35","1983-09-01","Vermilion","AB","CAN","CAN","75","227","2001","PHI","1","27","27"
"84","Jere Lehtinen","DAL","R","45","1973-06-24","Espoo","","FIN","FIN","72","194","1992","MNS","4","16","88"
"641","Jeremy Colliton","NYI","C","33","1985-01-13","Blackie","AB","CAN","CAN","74","214","2003","NYI","2","28","58"
"243","Jeremy Reich","BOS","C","39","1979-02-11","Craik","SK","CAN","CAN","73","203","1997","CHI","2","13","39"
"17","Jeremy Roenick","S.J","C","48","1970-01-17","Boston","MA","USA","USA","73","205","1988","CHI","1","8","8"
"672","Jeremy Williams","TOR","R","34","1984-01-26","Regina","SK","CAN","CAN","72","191","2003","TOR","7","23","220"
"371","Jerred Smithson","NSH","C","39","1979-02-04","Vernon","BC","CAN","CAN","75","209","-","-","-","-","-"
"209","Jesse Boulerice","PHI","R","40","1978-08-10","Plattsburgh","NY","USA","USA","74","215","1996","PHI","5","25","133"
"851","Jesse Winchester","OTT","C","35","1983-10-04","Long Sault","ON","CAN","CAN","73","188","-","-","-","-","-"
"29","Jim Dowd","PHI","C","49","1968-12-25","Brick","NJ","USA","USA","72","180","1987","N.J","8","2","149"
"575","Jim Slater","ATL","C","35","1982-12-09","Lapeer","MI","USA","USA","72","195","2002","ATL","1","30","30"
"374","Jim Vandermeer","CGY, CHI, PHI","D","38","1980-02-21","Caroline","AB","CAN","CAN","73","210","-","-","-","-","-"
"561","Jiri Hudler","DET","R","34","1984-01-04","Olomouc","","CZE","CZE","70","190","2002","DET","2","28","58"
"457","Jiri Novotny","CBJ","C","35","1983-08-12","Pelhrimov","","CZE","CZE","75","204","2001","BUF","1","22","22"
"822","Jiri Tlusty","TOR","L","30","1988-03-16","Slany","","CZE","CZE","72","205","2006","TOR","1","13","13"
"548","Joakim Lindstrom","CBJ","C","35","1983-12-05","Skellefteå","","SWE","SWE","72","187","2002","CBJ","2","11","41"
"169","Jochen Hecht","BUF","C","41","1977-06-21","Mannheim","","DEU","DEU","73","198","1995","STL","2","23","49"
"183","Jody Shelley","CBJ, S.J","L","42","1976-02-07","Thompson","MB","CAN","CAN","75","230","-","-","-","-","-"
"248","Joe Corvo","CAR, OTT","D","41","1977-06-20","Oak Park","IL","USA","USA","72","204","1997","L.A","4","3","83"
"297","Joe DiPenta","ANA","D","39","1979-02-25","Barrie","ON","CAN","CAN","74","220","1998","FLA","3","3","61"
"673","Joe Jensen","CAR","C","35","1983-02-06","Plymouth","MN","USA","USA","71","180","2003","PIT","8","3","232"
"594","Joe Motzko","WSH","R","38","1980-03-14","Bemidji","MN","USA","USA","72","184","-","-","-","-","-"
"669","Joe Pavelski","S.J","C","34","1984-07-11","Plover","WI","USA","USA","71","190","2003","S.J","7","8","205"
"18","Joe Sakic","COL","C","49","1969-07-07","Burnaby","BC","CAN","CAN","71","195","1987","QUE","1","15","15"
"232","Joe Thornton","S.J","C","39","1979-07-02","London","ON","CAN","CAN","76","220","1997","BOS","1","1","1"
"213","Joel Kwiatkowski","ATL","D","41","1977-03-22","Kindersley","SK","CAN","CAN","72","205","1996","DAL","8","5","194"
"411","Joel Lundqvist","DAL","C","36","1982-03-02","Are","","SWE","SWE","73","194","2000","DAL","3","3","68"
"487","Joel Perrault","PHX","C","35","1983-04-06","Montreal","QC","CAN","CAN","74","212","2001","ANA","5","6","137"
"563","Joey Mormina","CAR","D","36","1982-06-29","Montreal","QC","CAN","CAN","78","220","2002","PHI","6","27","193"
"562","Joffrey Lupul","PHI","L","35","1983-09-23","Fort Saskatchewan","AB","CAN","CAN","73","206","2002","ANA","1","7","7"
"733","Johan Franzen","DET","R","38","1979-12-23","Vetlanda","","SWE","SWE","76","232","2004","DET","3","32","97"
"293","John Erskine","WSH","D","38","1980-06-26","Kingston","ON","CAN","CAN","76","220","1998","DAL","2","12","39"
"263","John Madden","N.J","C","45","1973-05-04","Toronto","ON","CAN","CAN","71","190","-","-","-","-","-"
"326","John Pohl","TOR","C","39","1979-06-29","Rochester","MN","USA","USA","73","196","1998","STL","9","27","255"
"541","John Zeiler","L.A","R","36","1982-11-21","Jefferson Hills","PA","USA","USA","71","204","2002","PHX","5","1","132"
"423","John-Michael Liles","COL","D","38","1980-11-25","Indianapolis","IN","USA","USA","70","185","2000","COL","5","29","159"
"558","Johnny Boychuk","COL","D","34","1984-01-19","Edmonton","AB","CAN","CAN","74","227","2002","COL","2","31","61"
"502","Johnny Oduya","N.J","D","37","1981-10-01","Stockholm","","SWE","SWE","72","191","2001","WSH","7","25","221"
"37","Jon Klemm","L.A","D","48","1970-01-08","Cranbrook","BC","CAN","CAN","74","205","-","-","-","-","-"
"201","Jon Sim","NYI","L","41","1977-09-29","New glasgow","NS","CAN","CAN","70","189","1996","DAL","3","18","70"
"291","Jonathan Cheechoo","S.J","R","38","1980-07-15","Moose Factory","ON","CAN","CAN","73","206","1998","S.J","2","2","29"
"583","Jonathan Ericsson","DET","D","34","1984-03-02","Karlskrona","","SWE","SWE","76","220","2002","DET","9","31","291"
"646","Jonathan Filewich","PIT","R","34","1984-10-02","Kelowna","BC","CAN","CAN","74","208","2003","PIT","3","2","70"
"835","Jonathan Toews","CHI","C","30","1988-04-29","Winnipeg","MB","CAN","CAN","74","201","2006","CHI","1","3","3"
"545","Joni Pitkanen","EDM","D","35","1983-09-19","Oulu","","FIN","FIN","75","220","2002","PHI","1","4","4"
"812","Jordan Hendry","CHI","D","34","1984-02-23","Lanigan","SK","CAN","CAN","72","194","-","-","-","-","-"
"799","Jordan Lavallee-Smotherman","ATL","L","32","1986-05-11","Corvallis","OR","USA","USA","75","225","2005","ATL","4","25","116"
"344","Jordan Leopold","COL","D","38","1980-08-03","Golden Valley","MN","USA","USA","73","206","1999","ANA","2","16","44"
"828","Jordan Staal","PIT","C","30","1988-09-10","Thunder Bay","ON","CAN","CAN","76","220","2006","PIT","1","2","2"
"482","Jordin Tootoo","NSH","R","35","1983-02-02","Churchill","MB","CAN","CAN","69","195","2001","NSH","4","2","98"
"305","Josef Vasicek","NYI","C","38","1980-09-12","Havlickuv Brod","","CZE","CZE","77","214","1998","CAR","4","5","91"
"585","Josh Gorges","MTL","D","34","1984-08-14","Kelowna","BC","CAN","CAN","73","204","-","-","-","-","-"
"519","Josh Gratton","PHX","L","36","1982-09-09","Brantford","ON","CAN","CAN","74","215","-","-","-","-","-"
"632","Josh Hennessy","OTT","C","33","1985-02-07","Brockton","MA","USA","USA","72","200","2003","S.J","2","13","43"
"246","Josh Langfeld","NSH","R","41","1977-07-17","Fridley","MN","USA","USA","75","215","1997","OTT","3","13","66"
"67","Jozef Stumpel","FLA","L","46","1972-07-20","Nitra","","SVK","SVK","75","222","1991","BOS","2","18","40"
"692","Junior Lessard","DAL, T.B","R","38","1980-05-26","St. Joseph De Beauce","QC","CAN","CAN","71","191","-","-","-","-","-"
"497","Jussi Jokinen","DAL, T.B","L","35","1983-04-01","Kalajoki","","FIN","FIN","72","191","2001","DAL","6","27","192"
"787","Justin Abdelkader","DET","L","31","1987-02-25","Muskegon","MI","USA","USA","74","214","2005","DET","2","12","42"
"398","Justin Williams","CAR","R","37","1981-10-04","Cobourg","ON","CAN","CAN","73","184","2000","PHI","1","28","28"
"629","Kamil Kreps","FLA","C","34","1984-11-18","Litomerice","","CZE","CZE","74","194","2003","FLA","2","8","38"
"261","Karel Rachunek","N.J","D","39","1979-08-27","Zlin","","CZE","CZE","74","220","1997","OTT","9","12","229"
"515","Karl Stewart","T.B","L","35","1983-06-30","Scarborough","ON","CAN","CAN","71","185","-","-","-","-","-"
"323","Karlis Skrastins","COL, FLA","D","44","1974-07-09","Riga","","LVA","LVA","74","208","1998","NSH","9","2","230"
"514","Keith Aucoin","CAR","C","40","1978-11-06","Waltham","MA","USA","USA","68","171","-","-","-","-","-"
"529","Keith Ballard","PHX","D","36","1982-11-26","Baudette","MN","USA","USA","71","204","2002","BUF","1","11","11"
"27","Keith Carney","MIN","D","48","1970-02-03","Providence","RI","USA","USA","73","207","1988","BUF","4","13","76"
"49","Keith Tkachuk","STL","L","46","1972-03-28","Melrose","MA","USA","USA","74","235","1990","WIN","1","19","19"
"790","Keith Yandle","PHX","D","32","1986-09-09","Boston","MA","USA","USA","73","191","2005","PHX","4","14","105"
"36","Ken Klee","ATL","D","47","1971-04-24","Indianapolis","IN","USA","USA","73","210","1990","WSH","9","9","177"
"316","Kent Huskins","ANA","D","39","1979-05-04","Almonte","ON","CAN","CAN","76","210","1998","CHI","6","11","156"
"490","Kevin Bieksa","VAN","D","37","1981-06-16","Grimsby","ON","CAN","CAN","73","197","2001","VAN","5","20","151"
"516","Kevin Dallman","L.A","D","37","1981-02-26","Niagara Falls","ON","CAN","CAN","71","195","-","-","-","-","-"
"685","Kevin Doell","ATL","C","39","1979-07-15","Saskatoon","SK","CAN","CAN","71","190","-","-","-","-","-"
"628","Kevin Klein","NSH","D","33","1984-12-13","Kitchener","ON","CAN","CAN","73","206","2003","NSH","2","7","37"
"100","Kevyn Adams","CHI","C","44","1974-10-08","Washington","DC","USA","USA","73","200","1993","BOS","1","25","25"
"157","Kim Johnsson","MIN","D","42","1976-03-16","Malmö","","SWE","SWE","73","193","1994","NYR","11","26","286"
"124","Kimmo Timonen","PHI","D","43","1975-03-18","Kuopio","","FIN","FIN","70","194","1993","L.A","10","16","250"
"308","Kip Brennan","NYI","L","38","1980-08-27","Kingston","ON","CAN","CAN","76","230","1998","L.A","4","17","103"
"82","Kirk Maltby","DET","L","45","1972-12-22","Guelph","ON","CAN","CAN","72","195","1992","EDM","3","17","65"
"334","Kris Beech","CBJ, PIT, VAN","C","37","1981-02-05","Salmon Arm","BC","CAN","CAN","75","211","1999","WSH","1","7","7"
"5","Kris Draper","DET","C","47","1971-05-24","Toronto","ON","CAN","CAN","70","188","1989","WIN","3","20","62"
"788","Kris Letang","PIT","D","31","1987-04-24","Montreal","QC","CAN","CAN","72","201","2005","PIT","3","1","62"
"567","Kris Newbury","TOR","C","36","1982-02-19","Brampton","ON","CAN","CAN","71","205","2002","S.J","5","8","139"
"789","Kris Russell","CBJ","D","31","1987-05-02","Caroline","AB","CAN","CAN","70","170","2005","CBJ","3","6","67"
"741","Kris Versteeg","CHI","R","32","1986-05-13","Lethbridge","AB","CAN","CAN","71","176","2004","BOS","5","5","134"
"244","Kristian Huselius","CGY","L","40","1978-11-10","Osterhaninge","","SWE","SWE","74","184","1997","FLA","2","21","47"
"309","Krys Barch","DAL","R","38","1980-03-26","Hamilton","ON","CAN","CAN","74","225","1998","WSH","4","20","106"
"413","Kurt Sauer","COL","D","37","1981-01-16","St. Cloud","MN","USA","USA","76","222","2000","COL","3","23","88"
"405","Kurtis Foster","MIN","D","37","1981-11-24","Carp","ON","CAN","CAN","77","225","2000","CGY","2","10","40"
"670","Kyle Brodziak","EDM","C","34","1984-05-25","St. Paul","AB","CAN","CAN","74","205","2003","EDM","7","17","214"
"252","Kyle Calder","L.A","L","39","1979-01-05","Mannville","AB","CAN","CAN","71","177","1997","CHI","5","24","130"
"706","Kyle Chipchura","MTL","C","32","1986-02-19","Westlock","AB","CAN","CAN","74","203","2004","MTL","1","18","18"
"804","Kyle Cumiskey","COL","D","32","1986-12-02","Abbotsford","BC","CAN","CAN","71","180","2005","COL","7","28","222"
"840","Kyle Greentree","PHI","L","35","1983-11-15","Victoria","BC","CAN","CAN","75","215","-","-","-","-","-"
"164","Kyle McLaren","S.J","D","41","1977-06-18","Coaldale","AB","CAN","CAN","76","235","1995","BOS","1","9","9"
