Born	City	Pr/St	Cntry	Nat	Ht	Wt	DftYr	DftRd	Ovrl	Hand	NHLid	Last Name	First Name	Position	Team	GP	G	A	A1	A2	PTS	+/-	E+/-	PIM	Shifts	TOI	TOI	TOI/GP	TOI/GP	TOI%	IPP%	SH%	SV%	PDO	F/60	A/60	Pct%	Diff	Diff/60	iCF	iCF	iFF	iSF	iSF	iSF	ixG	iSCF	iRB	iRS	iDS	sDist	sDist	Pass	iHF	iHF	iHA	iHDf	iMiss	iGVA	iTKA	iBLK	iGVA	iTKA	iBLK	BLK%	iFOW	iFOL	iFOW	iFOL	FO%	%FOT	dzFOW	dzFOL	nzFOW	nzFOL	ozFOW	ozFOL	FOW.Up	FOL.Up	FOW.Down	FOL.Down	FOW.Close	FOL.Close	OTG	1G	GWG	ENG	PSG	PSA	G.Bkhd	G.Dflct	G.Slap	G.Snap	G.Tip	G.Wrap	G.Wrst	CBar 	Post	Over	Wide	S.Bkhd	S.Dflct	S.Slap	S.Snap	S.Tip	S.Wrap	S.Wrst	iPenT	iPenD	iPENT	iPEND	iPenDf	NPD	Min	Maj	Match	Misc	Game	CF	CA	FF	FA	SF	SA	xGF	xGA	SCF	SCA	GF	GA	RBF	RBA	RSF	RSA	DSF	DSA	FOW	FOL	HF	HA	GVA	TKA	PENT	PEND	OPS	DPS	PS	SOS	SOG	SOGDG	OTOI	Grit	DAP	Pace	GS	GS/G	1st	2nd	3rd	MGL	Injuries	CHIP	NMC	Status	Salary	Cap Hit
1988-06-04	Edmonton	AB	CAN	CAN	73	198				R	8476166	Fedun	Taylor	D	BUF	27	0	7	3	4	7	3	0,0	16	528	21649	360,9	13,37	13,37	24,4%	43,8%	8,7%	,948	1035	2,66	1,33	66,7%	8	1,33	45	45	32	24	24	24	1,0	1	0	3	3	56,7	44,4	50,6	7	7	23	-16	8	9	5	20	9	5	20	7,3%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	1	0	0	17	8	0	7	0	-8	-4,9	8	0	0	0	0	361	273	259	210	184	153	15,2	13,3	43	42	16	8	8	13	20	16	28	29	135	170	161	134	55	36	22	25	0,3	1,2	1,5				1119,93	43	1,5	105,4	8,8	0,32	0	1	1	15	Shoulder, Foot	$109 756,10		UFA	$600 000,00	$600 000,00
1985-09-07	Winkler	MB	CAN	CAN	76	212	2003	1	18	R	8470611	Fehr	Eric	C/RW	PIT/TOR	53	6	5	3	2	11	2	1,5	14	897	34751	578,2	10,93	10,92	20,3%	61,1%	7,9%	,920	999	1,87	2,80	40,0%	-9	-0,93	97	97	79	62	62	62	6,5	19	4	3	7	25,2	22,4	69,5	82	82	51	31	17	10	24	35	10	24	35	5,2%	79	75	79	76	51,3%	27,1%	26	43	34	19	19	13	28	25	29	33	42	42	0	0	3	1	0	0	0	0	0	1	1	0	4	0	2	2	13	6	0	3	8	3	0	42	7	2	6	2	-5	-4,0	7	0	0	0	0	388	667	302	460	228	337	20,1	32,5	59	111	18	27	19	33	13	18	32	51	299	272	330	303	56	61	32	31	0,2	0,5	0,7				2272,45	131	15,1	109,5	7,5	0,14	0	1	1	10	Upper body	$243 902,44		UFA	$2 000 000,00	$2 000 000,00
1992-04-20	Swan River	MB	CAN	CAN	74	208	2010	5	133	L	8475907	Ferland	Micheal	LW/RW	CGY	76	15	10	6	4	25	-1	-1,4	50	1291	52736	878,6	11,57	11,56	22,7%	67,6%	8,8%	,921	1010	2,53	2,32	52,1%	3	0,20	172	172	145	106	106	106	11,1	41	7	16	23	28,0	27,4	117,7	149	149	52	97	39	38	36	26	38	36	26	3,3%	3	4	3	4	42,9%	0,8%	0	2	1	2	2	0	0	0	1	3	3	2	0	3	1	0	0	0	2	0	2	4	1	0	6	0	0	3	36	10	1	9	12	5	0	69	12	7	11	10	-5	-0,5	5	6	0	1	0	813	781	586	601	419	433	37,9	36,1	130	127	37	34	36	34	46	50	82	84	438	439	415	249	139	106	68	53	1,9	1	2,9				2993,79	231	37,0	108,9	26,2	0,35	0	1	0	5	Lower body, Illness	$50 304,88		RFA	$900 000,00	$825 000,00
1996-07-22	St. Gallen		CHE	CHE	70	193	2014	1	11	L	8477942	Fiala	Kevin	LW	NSH	54	11	5	3	2	16	1	6,6	18	1016	43780	729,0	13,52	13,51	25,2%	69,6%	5,5%	,935	991	1,89	1,65	53,5%	3	0,25	183	183	146	114	114	114	11,5	41	6	12	18	26,1	26,4	97,7	44	44	51	-7	32	27	39	14	27	39	14	2,4%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	3	0	0	0	1	0	7	0	0	6	26	11	0	4	15	3	1	80	9	8	10	7	-1	-1,5	9	0	0	0	0	775	593	581	449	418	310	35,8	24,1	112	74	23	20	29	15	46	33	75	48	354	323	241	280	106	98	49	44	1	0,8	1,8				2161,83	76	9,2	112,6	26,6	0,49	2	2	1					RFA	$925 000,00	$863 333,00
1980-05-09	Edmonton	AB	CAN	CAN	71	205				L	8469759	Fiddler	Vernon	C/LW	N.J/NSH	59	2	2	1	1	4	-15	-6,3	66	1070	41249	681,9	11,55	11,59	21,1%	33,3%	5,6%	,896	952	1,06	3,70	22,2%	-30	-2,64	87	87	70	46	48	48	3,8	13	1	5	6	30,6	28,4	47,4	57	57	64	-7	24	21	12	33	21	12	33	4,4%	370	319	365	315	53,7%	90,1%	196	173	125	96	46	49	98	98	164	133	215	185	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	23	4	0	6	15	2	0	21	21	20	20	14	-1	-5,1	17	2	0	2	0	402	750	310	554	214	402	16,3	36,1	54	110	12	42	11	28	19	19	30	47	398	357	280	269	82	63	60	48	-1,3	0,3	-0,9				2551,18	158	4,1	101,4	-3,0	-0,05				14	Lower body, Upper body	$213 414,63		UFA	$1 250 000,00	$1 250 000,00
1984-03-20	Vantaa		FIN	FIN	72	196	2002	3	95	L	8470047	Filppula	Valtteri	C/LW	PHI/T.B	79	12	30	21	9	42	-1	-4,1	26	1773	82505	1374,5	17,40	17,40	29,8%	65,6%	9,4%	,904	998	2,79	2,97	48,5%	-4	-0,17	147	147	128	97	97	97	9,9	33	9	8	17	27,3	24,4	400,9	26	26	83	-57	31	39	30	39	39	30	39	3,1%	556	606	556	606	47,8%	82,9%	201	245	194	221	161	140	172	187	187	188	322	368	0	2	1	2	0	0	2	0	0	0	3	0	7	0	2	6	23	13	1	5	10	11	1	56	13	11	13	10	-2	0,7	13	0	0	0	0	1213	1265	929	958	679	709	58,9	62,1	181	212	64	68	47	44	51	70	98	114	676	726	393	485	217	121	84	84	2,1	1,6	3,7	2	0	0	3231,48	91	4,3	108,2	32,9	0,42	1	1	3	1	Lower body	$60 975,61	M-NTC, NMC	UFA	$5 000 000,00	$5 000 000,00
1997-04-15	Chicago	IL	USA	USA	74	214	2015	2	32	R	8478432	Fischer	Christian	RW	ARI	7	3	0	0	0	3	0	-1,2	0	115	5177	86,3	12,33	12,33	23,4%	100,0%	12,0%	,932	1052	2,09	2,09	50,0%	0	0,00	15	15	12	10	10	10	0,5	1	0	0	0	40,8	33,2	0,0	9	9	2	7	2	3	0	0	3	0	0	0,0%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	1	2	0	0	7	0	0	0	0	0	0,0	0	0	0	0	0	55	87	37	64	25	44	1,9	3,8	4	6	3	3	2	3	0	6	2	9	47	31	43	27	8	4	3	2	0,4	0,1	0,5				283,2	9	0,0	98,7	1,5	0,21								RFA	$817 500,00	$852 500,00
1980-06-05	Peterborough	ON	CAN	CAN	73	216	1998	2	44	R	8467370	Fisher	Mike	C	NSH	72	18	24	17	7	42	1	2,2	55	1688	71785	1195,3	16,62	16,61	28,1%	66,7%	10,0%	,899	1000	3,16	2,86	52,5%	6	0,30	194	194	163	120	120	120	13,2	50	11	13	24	26,8	25,5	310,2	160	160	43	117	43	19	21	64	19	21	64	5,9%	703	577	703	577	54,9%	96,9%	297	247	177	150	229	180	188	159	268	196	449	388	0	3	3	3	0	0	2	0	0	1	5	1	9	2	0	4	37	16	0	5	19	8	3	69	18	5	16	4	-13	-11,1	14	3	0	1	0	1107	1089	837	811	628	567	55,4	51,2	173	162	63	57	45	33	58	41	103	74	728	593	437	359	157	115	69	66	3,4	1,3	4,7				3060,99	282	12,9	110,2	42,2	0,59	2	3	5	10	Illness, Upper body, Lower body	$536 585,37	NMC	UFA	$4 000 000,00	$4 400 000,00
1988-07-26	Lynnfield	MA	USA	USA	73	183				R	8476808	Flynn	Brian	C/RW	MTL	51	6	4	3	1	10	2	-2,0	4	966	36921	614,8	12,07	12,06	21,8%	50,0%	9,3%	,915	1008	1,95	2,54	43,5%	-6	-0,59	92	92	67	47	47	47	4,7	15	6	8	14	31,5	25,1	67,3	20	20	52	-32	20	15	13	29	15	13	29	4,7%	69	80	69	80	46,3%	23,1%	36	48	13	21	20	11	18	28	28	27	35	48	0	1	0	0	0	0	2	0	0	0	0	0	4	0	3	0	17	5	0	1	3	3	0	35	2	4	2	4	2	1,9	2	0	0	0	0	444	615	322	415	216	307	18,6	27,2	55	79	20	26	15	20	34	34	49	54	353	291	203	284	107	63	27	30	0	0,8	0,8	2	1	0	2210,31	53	16,5	103,4	10,7	0,21	0	0	1	23	Neck, Upper body	$266 463,41		UFA	$950 000,00	$950 000,00
1991-08-10	Buffalo	NY	USA	CAN	75	228	2009	4	104	L	8475220	Foligno	Marcus	LW	BUF	80	13	10	4	6	23	-1	-2,5	73	1592	74264	1235,9	15,47	15,46	27,5%	56,1%	7,4%	,934	1008	1,99	2,18	47,7%	-4	-0,19	175	175	139	97	97	97	10,6	45	5	12	17	32,2	29,1	109,6	279	279	90	189	42	35	33	57	35	33	57	4,6%	1	4	1	4	20,0%	0,4%	1	3	0	0	0	1	0	2	0	2	1	2	0	2	0	2	0	0	3	0	1	0	0	0	9	0	2	7	33	12	3	5	15	5	2	55	23	22	22	22	-1	4,0	14	9	0	0	0	1015	1228	797	927	551	681	44,6	53,9	138	162	41	45	28	41	59	51	87	92	534	645	597	398	165	105	82	64	0,5	1,5	2,1				3265,02	418	22,3	108,9	20,4	0,25	0	1	2	2	Knee	$54 878,05		RFA	$2 250 000,00	$2 250 000,00
1987-10-31	Buffalo	NY	USA	USA	72	205	2006	1	28	L	8473422	Foligno	Nick	LW/RW	CBJ	79	26	25	14	11	51	-4	2,7	55	1854	87336	1452,2	18,43	18,41	31,4%	64,6%	9,8%	,914	1012	3,26	2,27	59,0%	24	0,99	280	280	241	185	185	185	23,1	91	21	16	37	25,8	24,5	249,3	157	157	79	78	56	35	44	50	35	44	50	4,3%	41	48	41	47	46,1%	6,0%	7	11	8	16	26	21	16	19	12	13	23	22	1	4	5	0	0	0	3	1	0	6	3	1	12	2	0	4	50	31	1	9	47	10	6	81	23	34	21	27	11	3,5	20	3	0	0	0	1470	1174	1113	893	808	639	77,6	57,3	276	186	79	55	68	40	56	38	124	78	697	763	415	365	168	161	62	86	4,6	1,3	5,9				3173,69	265	10,1	109,2	53,9	0,68	3	2	7	3	Illness	$201 219,51	NMC	UFA	$5 500 000,00	$5 500 000,00
1991-02-09	Gothenburg		SWE	SWE	75	204				R	8477850	Folin	Christian	D	MIN	51	2	6	2	4	8	10	2,5	26	1034	45700	760,5	14,93	14,93	28,1%	25,8%	8,8%	,935	1023	2,45	2,21	52,5%	3	0,24	94	94	57	39	39	39	1,4	0	3	3	6	63,1	51,1	43,0	69	69	97	-28	18	15	9	59	15	9	59	7,5%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	17	1	0	16	4	0	0	18	13	5	13	4	-8	-3,4	13	0	0	0	0	626	783	473	597	352	432	26,6	32,4	84	105	31	28	29	25	29	26	58	51	378	369	236	322	72	90	36	37	0,2	2,1	2,3				1944,57	154	6,0	111,2	6,6	0,13				17	Knee, Upper body	$150 304,88		RFA	$850 000,00	$725 000,00
1992-03-04	Duluth	MN	USA	USA	76	216	2010	1	15	L	8475762	Forbort	Derek	D	L.A	82	2	16	6	10	18	8	4,1	54	2221	98971	1647,6	20,12	20,11	35,4%	34,6%	7,3%	,925	998	1,89	2,15	46,8%	-7	-0,25	212	212	142	100	100	100	3,4	2	10	11	21	55,9	50,0	163,0	180	180	150	30	42	73	9	159	73	9	159	10,4%	1	0	1	0	100,0%	0,1%	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	3	3	36	0	0	32	13	0	0	55	19	12	18	14	-7	1,3	16	2	0	0	1	1355	1522	1001	1141	713	790	62,9	75,8	207	263	52	59	68	66	70	90	138	156	819	856	787	684	260	104	92	89	0,1	5,5	5,6				3007,47	395	11,8	104,8	31,1	0,38	0	1	1					RFA	$650 000,00	$650 000,00
1996-10-31	Stockholm		SWE	SWE	73	184	2015	2	45	R	8478417	Forsbacka Karlsson	Jakob	C	BOS	1	0	0	0	0	0	0	0,4	0	13	505	8,4	8,42	8,42	16,0%	0,0%	0,0%	1,000	1000	0,00	0,00	0,0%	0	0,00	0	0	0	0	0	0	0,0	0	0	0	0	0,0	NA	0,0	0	0	0	0	0	0	0	1	0	0	1	20,0%	1	1	1	1	50,0%	66,7%	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	0	0	7	5	5	3	3	2	0,4	0,0	2	0	0	0	0	0	1	0	1	0	1	2	7	2	0	1	0	2	0	0	0				44,24	1	0,0	85,5	0,2	0,15								RFA	$900 000,00	$916 667,00
1994-08-13	Ostervala		SWE	SWE	73	205	2012	1	11	R	8476887	Forsberg	Filip	LW/C/RW	NSH	82	31	27	17	10	58	-4	2,7	32	2080	91109	1508,1	18,52	18,48	30,9%	69,9%	9,6%	,905	1001	3,30	2,75	54,6%	14	0,56	467	467	362	235	234	234	25,4	76	18	30	48	31,3	28,0	307,5	97	97	88	9	127	62	76	26	62	76	26	2,0%	5	13	5	13	27,8%	1,1%	1	1	0	2	4	10	1	3	0	7	5	5	1	3	9	1	0	0	2	0	3	8	1	0	17	1	6	23	97	19	0	36	41	5	4	129	15	23	14	21	8	3,3	15	0	0	0	0	1624	1290	1227	1006	861	724	77,6	61,6	241	200	83	69	57	38	75	62	132	100	848	800	382	446	245	198	69	94	5,8	1,4	7,2	3	0	0	3370,18	155	11,5	115,9	70,9	0,86	5	3	7					UFA	$6 000 000,00	$6 000 000,00
1996-06-12	Linkoping		SWE	SWE	72	186	2014	5	126	L	8478055	Forsling	Gustav	D	CHI	38	2	3	2	1	5	3	-4,5	4	734	33787	562,5	14,82	14,81	27,6%	25,0%	7,7%	,944	1021	2,13	1,71	55,6%	4	0,43	121	121	66	48	48	48	1,8	1	0	7	7	53,0	52,4	53,0	16	16	59	-43	18	27	5	17	27	5	17	3,5%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	16	1	0	34	1	0	0	12	2	3	2	3	1	4,1	2	0	0	0	0	487	489	339	377	260	284	22,1	25,0	82	89	20	16	15	23	30	30	45	53	227	272	151	349	92	60	21	24	0,1	1,3	1,3				1475,38	37	10,5	104,1	7,3	0,19				2	Upper body	$21 280,49		RFA	$767 500,00	$872 500,00
1991-12-05	Windsor	ON	CAN	USA	73	207	2010	1	12	L	8475764	Fowler	Cam	D	ANA	80	11	28	12	16	39	7	5,4	20	2258	119271	1973,8	24,85	24,79	41,1%	39,4%	9,9%	,919	1018	3,01	2,40	55,6%	20	0,61	372	372	248	186	186	186	10,6	19	4	7	11	45,5	42,7	230,0	29	29	128	-99	62	68	30	134	68	30	134	7,2%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	4	3	0	0	4	1	4	4	53	3	0	67	24	3	2	87	10	7	9	6	-3	5,2	10	0	0	0	0	1914	1851	1446	1398	996	970	107,2	94,4	366	324	99	79	89	80	88	68	177	148	1209	909	610	638	315	162	115	108	3,1	5,2	8,3	3	1	0	2825,88	183	5,9	114,4	45,8	0,57	2	3	7	2	Knee	$97 560,98		UFA	$4 000 000,00	$4 000 000,00
1987-08-08	Sicamous	BC	CAN	CAN	77	224	2005	3	79	R	8471742	Franson	Cody	D	BUF	68	3	16	6	10	19	-5	4,5	34	1648	75408	1254,8	18,48	18,47	32,1%	41,3%	7,2%	,925	997	2,20	2,20	50,0%	0	0,00	200	200	133	93	93	93	3,4	3	3	9	12	53,1	50,0	148,9	87	87	47	40	40	30	14	68	30	14	68	6,3%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	2	35	1	0	35	29	0	0	28	17	5	17	3	-12	-7,2	17	0	0	0	0	1126	1074	861	822	640	611	53,1	48,8	165	157	46	46	49	37	57	45	106	82	564	594	442	367	162	123	61	53	0,9	2,7	3,6				2652,01	189	5,9	105,2	21,1	0,31				13	Lower body, Foot, Undisclosed	$527 134,15		UFA	$2 650 000,00	$3 325 000,00
1993-10-05	Pelhrimov		CZE	CZE	73	194	2012	2	49	R	8476924	Frk	Martin	RW	CAR	2	0	0	0	0	0	-3	-0,2	0	26	1000	16,6	8,33	8,33	18,3%	0,0%	0,0%	,700	700	0,00	10,82	0,0%	-3	-10,82	3	3	2	1	1	1	0,1	0	0	0	0	40,0	49,7	0,0	3	3	2	1	1	1	0	1	1	0	1	7,7%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	-1,0	0	0	0	0	0	11	13	6	12	4	10	0,2	0,5	0	0	0	3	1	0	0	1	1	1	4	6	10	4	1	2	1	1	0	-0,1	-0,2				74,31	4	0,0	86,5	-0,6	-0,29								RFA	$650 000,00	$639 167,00
1991-03-12	Winkler	MB	CAN	CAN	72	205	2009	4	119	R	8475278	Froese	Byron	C	T.B/TOR	6	0	0	0	0	0	-3	-0,5	5	95	3798	63,3	10,55	10,55	19,3%	0,0%	0,0%	,885	885	0,00	2,84	0,0%	-3	-2,84	9	9	7	6	6	6	0,4	1	0	0	0	36,5	38,8	0,0	3	3	5	-2	1	2	3	4	2	3	4	6,3%	26	30	26	30	46,4%	100,0%	10	12	8	7	8	11	13	18	1	0	17	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	3	1	0	1	0	-1	-0,9	0	1	0	0	0	54	64	43	39	27	26	2,1	3,1	6	10	0	3	1	3	0	1	1	4	26	30	40	34	10	4	7	8	-0,2	-0,1	-0,2				265,35	13	0,0	111,8	-0,6	-0,11								RFA	$575 000,00	$575 000,00
1988-02-17	Kladno		CZE	CZE	73	194	2006	1	10	L	8473564	Frolik	Michael	RW/C	CGY	82	17	27	11	16	44	13	7,8	58	1863	84044	1397,8	17,08	17,07	29,4%	62,9%	9,2%	,907	999	3,00	2,53	54,3%	11	0,47	352	352	271	202	202	202	17,9	56	13	27	40	32,6	27,8	198,8	60	60	90	-30	69	38	45	48	38	45	48	4,0%	13	16	13	16	44,8%	2,0%	6	5	1	6	6	5	2	3	4	6	11	10	1	4	1	0	0	0	2	1	0	0	0	0	14	1	2	8	58	36	1	13	20	6	0	126	24	7	24	6	-17	-13,0	23	0	0	1	0	1397	1207	1040	904	760	633	66,9	65,8	213	235	70	59	61	46	89	57	150	103	698	785	341	340	210	180	100	82	2,7	2,2	4,9				3349,09	166	4,6	111,8	56,1	0,68	1	3	4				M-NTC	UFA	$5 000 000,00	$4 300 000,00
1982-02-14	Trencin		SVK	SVK	73	205	2000	1	3	L	8468483	Gaborik	Marian	RW	L.A	56	10	11	9	2	21	-4	9,4	18	1072	49693	827,7	14,78	14,78	26,5%	60,0%	7,3%	,919	992	2,54	2,03	55,6%	7	0,51	216	216	169	123	123	123	12,5	45	8	8	16	27,2	25,0	242,0	21	21	35	-14	46	24	7	15	24	7	15	2,4%	0	1	0	1	0,0%	0,1%	0	0	0	0	0	1	0	0	0	1	0	1	0	3	3	0	0	0	2	0	0	1	0	0	7	1	3	7	35	11	0	11	21	9	0	71	9	5	9	5	-4	-3,0	9	0	0	0	0	921	634	688	479	480	344	46,3	29,5	151	89	35	28	47	27	35	37	82	64	436	362	342	354	117	48	43	43	1,1	1,1	2,2	3	0	0	2291,81	54	3,1	112,7	32,7	0,58				21	Foot	$1 248 475,61		UFA	$6 075 000,00	$4 875 000,00
1993-04-20	Newmarket	ON	CAN	CAN	76	211	2013	3	81	R	8476545	Gabriel	Kurtis	RW	MIN	13	0	1	0	1	1	0	-0,6	29	118	4539	75,6	5,82	5,82	13,0%	50,0%	8,7%	,957	1043	1,59	1,59	50,0%	0	0,00	6	6	5	3	3	3	0,3	1	0	0	0	39,3	29,2	0,0	26	26	14	12	2	3	0	1	3	0	1	1,2%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	7	0	6	3	-7	-3,0	2	5	0	0	0	41	84	32	68	23	46	2,1	3,0	7	8	2	2	0	1	0	5	0	6	33	39	46	35	13	7	8	6	-0,1	0,1	0				507,86	61	13,0	99,2	-1,8	-0,14								RFA	$725 000,00	$666 667,00
1989-08-10	London	ON	CAN	CAN	71	200	2007	1	6	R	8474040	Gagner	Sam	C/RW	CBJ	81	18	32	21	11	50	10	14,8	22	1428	66654	1110,1	13,72	13,71	24,5%	67,6%	10,3%	,923	1026	4,00	1,78	69,2%	41	2,22	306	306	241	179	178	179	17,9	67	14	16	30	34,4	29,8	344,0	22	22	62	-40	62	27	17	16	27	17	16	2,0%	202	223	202	223	47,5%	43,7%	43	40	37	53	122	130	59	78	65	60	133	140	0	4	1	1	0	0	2	0	3	4	4	0	5	0	3	8	51	13	1	27	42	15	1	80	11	12	11	11	1	3,5	11	0	0	0	0	1275	814	957	597	715	426	73,1	37,8	272	124	74	33	65	25	46	31	111	56	481	491	312	330	128	99	57	66	4,6	1,5	6,1	4	2	1	3429,2	60	3,5	112,9	55,6	0,69	2	4	2					UFA	$650 000,00	$650 000,00
1994-02-12	Milwaukee	WI	USA	USA	73	210	2012	1	3	L	8476851	Galchenyuk	Alex	C/LW	MTL	61	17	27	16	11	44	-5	-4,3	24	1276	58303	970,3	15,92	15,92	27,9%	73,3%	11,1%	,911	1021	3,71	2,72	57,7%	16	0,99	198	198	150	104	104	104	11,7	45	10	15	25	27,3	25,2	282,8	36	36	84	-48	46	34	17	32	34	17	32	3,7%	274	368	274	368	42,7%	71,9%	32	60	91	129	151	179	75	89	92	139	172	227	5	3	6	1	0	0	1	0	5	2	1	0	8	1	1	6	38	9	0	8	18	3	2	64	11	7	12	6	-4	-2,3	11	0	0	0	0	1028	855	763	645	541	492	51,9	41,8	180	135	60	44	56	35	59	62	115	97	382	511	380	455	188	85	55	46	4	0,9	4,9	2	0	0	2506,06	92	4,8	116,4	37,5	0,61	6	1	2	21	Knee	$717 073,17		RFA	$3 100 000,00	$2 800 000,00
1992-05-06	Edmonton	AB	CAN	CAN	69	182	2010	5	147	R	8475848	Gallagher	Brendan	RW	MTL	64	10	19	11	8	29	7	9,7	39	1353	57965	966,1	15,10	15,10	26,8%	59,2%	8,2%	,939	1021	3,04	1,55	66,2%	24	1,49	326	326	242	187	187	187	20,1	74	23	23	46	25,9	25,7	318,3	69	69	132	-63	55	25	33	15	25	33	15	1,9%	30	44	30	44	40,5%	7,2%	2	0	3	9	25	35	9	8	12	17	21	28	0	2	2	0	0	0	0	0	0	2	3	1	4	0	3	3	49	20	1	10	21	14	2	119	15	20	17	15	5	0,7	14	1	0	0	0	1113	770	828	559	600	410	55,0	36,6	193	129	49	25	54	31	65	61	119	92	527	497	348	483	176	110	61	64	1,6	1,4	3				2633,43	124	7,3	117,0	44,7	0,7	3	3	1	18	Hand	$823 170,73		UFA	$4 500 000,00	$3 750 000,00
1985-08-12	Edmonton	AB	CAN	CAN	72	195				L	8476116	Garbutt	Ryan	C/LW	ANA	27	2	1	0	1	3	-3	-2,3	20	407	14837	247,0	9,17	9,16	17,2%	42,9%	7,2%	,906	979	1,70	3,16	35,0%	-6	-1,46	57	57	43	26	26	26	1,9	7	1	5	6	34,5	38,3	0,0	53	53	26	27	17	3	3	12	3	3	12	4,5%	7	4	7	4	63,6%	4,8%	1	0	3	0	3	4	0	0	6	4	4	3	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	17	2	0	3	7	1	0	13	10	4	10	4	-6	-5,0	10	0	0	0	0	183	265	144	198	97	139	6,9	10,8	23	38	7	13	3	4	9	13	12	17	100	128	174	119	31	11	38	23	-0,1	0,2	0	1	0	0	1189,98	85	5,6	108,8	1,0	0,04	1	0	0					UFA	$2 000 000,00	$1 800 000,00
1990-07-04	Minnetonka	MN	USA	USA	74	200	2008	1	17	L	8474581	Gardiner	Jake	D	TOR	82	9	34	14	20	43	24	7,8	34	2183	105945	1751,2	21,30	21,40	36,9%	39,1%	10,7%	,933	1041	3,77	1,88	66,7%	55	1,88	326	317	190	127	127	127	6,6	11	8	14	22	53,6	48,4	236,5	69	69	NA	#VALEUR!	63	79	44	83	79	44	83	5,5%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	3	3	0	0	3	1	1	6	55	1	0	57	36	0	1	32	17	7	18	7	-10	-1,2	17	0	0	0	0	1953	1520	1469	1182	1024	825	101,7	72,4	361	226	110	55	49	43	102	80	151	123	851	811	568	840	278	248	105	93	3,6	5,1	8,7				2997,16	186	6,6	119,0	48,8	0,59	1	3	2					UFA	$4 050 000,00	$4 050 000,00
1984-11-13	White Rock	BC	CAN	CAN	73	218				L	8474520	Garrison	Jason	D	T.B	70	1	8	6	2	9	-8	-8,5	14	1685	77969	1298,0	18,57	18,56	32,7%	24,3%	6,9%	,910	979	1,71	3,00	36,3%	-28	-1,29	193	193	151	96	96	96	3,8	2	5	5	10	53,9	50,4	148,5	93	93	94	-1	55	33	8	91	33	8	91	7,0%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	44	2	0	38	8	1	0	47	7	3	7	3	-4	1,6	7	0	0	0	0	977	1302	761	985	537	720	40,5	58,5	119	181	37	65	27	41	50	62	77	103	645	692	512	475	185	122	63	69	-0,5	2,3	1,8				2667,05	198	14,4	105,3	12,6	0,18				12	Lower body, Illness	$673 170,73	NTC	UFA	$3 600 000,00	$4 600 000,00
1993-04-04	Hamilton	ON	CAN	CAN	75	205				L	8477715	Gaudet	Tyler	C	ARI	4	0	1	1	0	1	0	-0,8	0	71	3117	51,9	12,98	12,98	24,1%	100,0%	10,0%	,935	1035	1,16	2,31	33,3%	-1	-1,16	9	9	6	3	3	3	0,4	1	1	0	1	59,0	26,4	19,0	3	3	1	2	3	0	0	1	0	0	1	1,5%	14	21	14	21	40,0%	81,4%	5	15	7	3	2	3	2	7	10	10	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0,0	0	0	0	0	0	22	68	15	52	10	31	0,7	3,2	2	13	1	2	1	2	0	2	1	4	17	26	27	18	4	6	2	4	0	0,1	0				163,61	4	0,0	104,1	-0,5	-0,14								RFA	$874 125,00	$874 125,00
